Price,Close,High,Low,Open,Volume,MA_20,MA_50,Normalised Close,Return Ratio,Percentage Change Open,Percentage Change High,Percentage Change Low,Sector,Sector Encoded
2021-02-03,,,,,,,,,,,,,Chemicals,2
2021-02-04,,,,,,,,,,,,,Chemicals,2
2021-02-05,,,,,,,,,,,,,Chemicals,2
2021-02-08,,,,,,,,,,,,,Chemicals,2
2021-02-09,,,,,,,,,,,,,Chemicals,2
2021-02-10,,,,,,,,,,,,,Chemicals,2
2021-02-11,,,,,,,,,,,,,Chemicals,2
2021-02-12,,,,,,,,,,,,,Chemicals,2
2021-02-15,,,,,,,,,,,,,Chemicals,2
2021-02-16,,,,,,,,,,,,,Chemicals,2
2021-02-17,,,,,,,,,,,,,Chemicals,2
2021-02-18,,,,,,,,,,,,,Chemicals,2
2021-02-19,,,,,,,,,,,,,Chemicals,2
2021-02-22,,,,,,,,,,,,,Chemicals,2
2021-02-23,,,,,,,,,,,,,Chemicals,2
2021-02-24,,,,,,,,,,,,,Chemicals,2
2021-02-25,,,,,,,,,,,,,Chemicals,2
2021-02-26,,,,,,,,,,,,,Chemicals,2
2021-03-01,,,,,,,,,,,,,Chemicals,2
2021-03-02,,,,,,,,,,,,,Chemicals,2
2021-03-03,,,,,,,,,,,,,Chemicals,2
2021-03-04,,,,,,,,,,,,,Chemicals,2
2021-03-05,,,,,,,,,,,,,Chemicals,2
2021-03-08,,,,,,,,,,,,,Chemicals,2
2021-03-09,,,,,,,,,,,,,Chemicals,2
2021-03-10,,,,,,,,,,,,,Chemicals,2
2021-03-12,,,,,,,,,,,,,Chemicals,2
2021-03-15,,,,,,,,,,,,,Chemicals,2
2021-03-16,,,,,,,,,,,,,Chemicals,2
2021-03-17,,,,,,,,,,,,,Chemicals,2
2021-03-18,,,,,,,,,,,,,Chemicals,2
2021-03-19,,,,,,,,,,,,,Chemicals,2
2021-03-22,,,,,,,,,,,,,Chemicals,2
2021-03-23,,,,,,,,,,,,,Chemicals,2
2021-03-24,,,,,,,,,,,,,Chemicals,2
2021-03-25,,,,,,,,,,,,,Chemicals,2
2021-03-26,,,,,,,,,,,,,Chemicals,2
2021-03-30,,,,,,,,,,,,,Chemicals,2
2021-03-31,,,,,,,,,,,,,Chemicals,2
2021-04-01,,,,,,,,,,,,,Chemicals,2
2021-04-05,,,,,,,,,,,,,Chemicals,2
2021-04-06,,,,,,,,,,,,,Chemicals,2
2021-04-07,,,,,,,,,,,,,Chemicals,2
2021-04-08,,,,,,,,,,,,,Chemicals,2
2021-04-09,,,,,,,,,,,,,Chemicals,2
2021-04-12,,,,,,,,,,,,,Chemicals,2
2021-04-13,,,,,,,,,,,,,Chemicals,2
2021-04-15,,,,,,,,,,,,,Chemicals,2
2021-04-16,,,,,,,,,,,,,Chemicals,2
2021-04-19,,,,,,,,,,,,,Chemicals,2
2021-04-20,,,,,,,,,,,,,Chemicals,2
2021-04-22,,,,,,,,,,,,,Chemicals,2
2021-04-23,,,,,,,,,,,,,Chemicals,2
2021-04-26,,,,,,,,,,,,,Chemicals,2
2021-04-27,,,,,,,,,,,,,Chemicals,2
2021-04-28,,,,,,,,,,,,,Chemicals,2
2021-04-29,,,,,,,,,,,,,Chemicals,2
2021-04-30,,,,,,,,,,,,,Chemicals,2
2021-05-03,,,,,,,,,,,,,Chemicals,2
2021-05-04,,,,,,,,,,,,,Chemicals,2
2021-05-05,,,,,,,,,,,,,Chemicals,2
2021-05-06,,,,,,,,,,,,,Chemicals,2
2021-05-07,,,,,,,,,,,,,Chemicals,2
2021-05-10,,,,,,,,,,,,,Chemicals,2
2021-05-11,,,,,,,,,,,,,Chemicals,2
2021-05-12,,,,,,,,,,,,,Chemicals,2
2021-05-14,,,,,,,,,,,,,Chemicals,2
2021-05-17,,,,,,,,,,,,,Chemicals,2
2021-05-18,,,,,,,,,,,,,Chemicals,2
2021-05-19,,,,,,,,,,,,,Chemicals,2
2021-05-20,,,,,,,,,,,,,Chemicals,2
2021-05-21,,,,,,,,,,,,,Chemicals,2
2021-05-24,,,,,,,,,,,,,Chemicals,2
2021-05-25,,,,,,,,,,,,,Chemicals,2
2021-05-26,,,,,,,,,,,,,Chemicals,2
2021-05-27,,,,,,,,,,,,,Chemicals,2
2021-05-28,,,,,,,,,,,,,Chemicals,2
2021-05-31,,,,,,,,,,,,,Chemicals,2
2021-06-01,,,,,,,,,,,,,Chemicals,2
2021-06-02,,,,,,,,,,,,,Chemicals,2
2021-06-03,,,,,,,,,,,,,Chemicals,2
2021-06-04,,,,,,,,,,,,,Chemicals,2
2021-06-07,,,,,,,,,,,,,Chemicals,2
2021-06-08,,,,,,,,,,,,,Chemicals,2
2021-06-09,,,,,,,,,,,,,Chemicals,2
2021-06-10,,,,,,,,,,,,,Chemicals,2
2021-06-11,,,,,,,,,,,,,Chemicals,2
2021-06-14,,,,,,,,,,,,,Chemicals,2
2021-06-15,,,,,,,,,,,,,Chemicals,2
2021-06-16,,,,,,,,,,,,,Chemicals,2
2021-06-17,,,,,,,,,,,,,Chemicals,2
2021-06-18,,,,,,,,,,,,,Chemicals,2
2021-06-21,,,,,,,,,,,,,Chemicals,2
2021-06-22,,,,,,,,,,,,,Chemicals,2
2021-06-23,,,,,,,,,,,,,Chemicals,2
2021-06-24,,,,,,,,,,,,,Chemicals,2
2021-06-25,,,,,,,,,,,,,Chemicals,2
2021-06-28,,,,,,,,,,,,,Chemicals,2
2021-06-29,,,,,,,,,,,,,Chemicals,2
2021-06-30,,,,,,,,,,,,,Chemicals,2
2021-07-01,,,,,,,,,,,,,Chemicals,2
2021-07-02,,,,,,,,,,,,,Chemicals,2
2021-07-05,,,,,,,,,,,,,Chemicals,2
2021-07-06,,,,,,,,,,,,,Chemicals,2
2021-07-07,,,,,,,,,,,,,Chemicals,2
2021-07-08,,,,,,,,,,,,,Chemicals,2
2021-07-09,,,,,,,,,,,,,Chemicals,2
2021-07-12,,,,,,,,,,,,,Chemicals,2
2021-07-13,,,,,,,,,,,,,Chemicals,2
2021-07-14,,,,,,,,,,,,,Chemicals,2
2021-07-15,,,,,,,,,,,,,Chemicals,2
2021-07-16,,,,,,,,,,,,,Chemicals,2
2021-07-19,,,,,,,,,,,,,Chemicals,2
2021-07-20,,,,,,,,,,,,,Chemicals,2
2021-07-22,,,,,,,,,,,,,Chemicals,2
2021-07-23,,,,,,,,,,,,,Chemicals,2
2021-07-26,,,,,,,,,,,,,Chemicals,2
2021-07-27,,,,,,,,,,,,,Chemicals,2
2021-07-28,,,,,,,,,,,,,Chemicals,2
2021-07-29,,,,,,,,,,,,,Chemicals,2
2021-07-30,,,,,,,,,,,,,Chemicals,2
2021-08-02,,,,,,,,,,,,,Chemicals,2
2021-08-03,,,,,,,,,,,,,Chemicals,2
2021-08-04,,,,,,,,,,,,,Chemicals,2
2021-08-05,,,,,,,,,,,,,Chemicals,2
2021-08-06,,,,,,,,,,,,,Chemicals,2
2021-08-09,,,,,,,,,,,,,Chemicals,2
2021-08-10,,,,,,,,,,,,,Chemicals,2
2021-08-11,,,,,,,,,,,,,Chemicals,2
2021-08-12,,,,,,,,,,,,,Chemicals,2
2021-08-13,,,,,,,,,,,,,Chemicals,2
2021-08-16,,,,,,,,,,,,,Chemicals,2
2021-08-17,,,,,,,,,,,,,Chemicals,2
2021-08-18,,,,,,,,,,,,,Chemicals,2
2021-08-20,,,,,,,,,,,,,Chemicals,2
2021-08-23,,,,,,,,,,,,,Chemicals,2
2021-08-24,,,,,,,,,,,,,Chemicals,2
2021-08-25,,,,,,,,,,,,,Chemicals,2
2021-08-26,,,,,,,,,,,,,Chemicals,2
2021-08-27,,,,,,,,,,,,,Chemicals,2
2021-08-30,,,,,,,,,,,,,Chemicals,2
2021-08-31,,,,,,,,,,,,,Chemicals,2
2021-09-01,,,,,,,,,,,,,Chemicals,2
2021-09-02,,,,,,,,,,,,,Chemicals,2
2021-09-03,,,,,,,,,,,,,Chemicals,2
2021-09-06,,,,,,,,,,,,,Chemicals,2
2021-09-07,,,,,,,,,,,,,Chemicals,2
2021-09-08,,,,,,,,,,,,,Chemicals,2
2021-09-09,,,,,,,,,,,,,Chemicals,2
2021-09-13,,,,,,,,,,,,,Chemicals,2
2021-09-14,,,,,,,,,,,,,Chemicals,2
2021-09-15,,,,,,,,,,,,,Chemicals,2
2021-09-16,,,,,,,,,,,,,Chemicals,2
2021-09-17,,,,,,,,,,,,,Chemicals,2
2021-09-20,,,,,,,,,,,,,Chemicals,2
2021-09-21,,,,,,,,,,,,,Chemicals,2
2021-09-22,,,,,,,,,,,,,Chemicals,2
2021-09-23,,,,,,,,,,,,,Chemicals,2
2021-09-24,,,,,,,,,,,,,Chemicals,2
2021-09-27,,,,,,,,,,,,,Chemicals,2
2021-09-28,,,,,,,,,,,,,Chemicals,2
2021-09-29,,,,,,,,,,,,,Chemicals,2
2021-09-30,,,,,,,,,,,,,Chemicals,2
2021-10-01,,,,,,,,,,,,,Chemicals,2
2021-10-04,,,,,,,,,,,,,Chemicals,2
2021-10-05,,,,,,,,,,,,,Chemicals,2
2021-10-06,,,,,,,,,,,,,Chemicals,2
2021-10-07,,,,,,,,,,,,,Chemicals,2
2021-10-08,,,,,,,,,,,,,Chemicals,2
2021-10-11,,,,,,,,,,,,,Chemicals,2
2021-10-12,,,,,,,,,,,,,Chemicals,2
2021-10-13,,,,,,,,,,,,,Chemicals,2
2021-10-14,,,,,,,,,,,,,Chemicals,2
2021-10-18,,,,,,,,,,,,,Chemicals,2
2021-10-19,,,,,,,,,,,,,Chemicals,2
2021-10-20,,,,,,,,,,,,,Chemicals,2
2021-10-21,,,,,,,,,,,,,Chemicals,2
2021-10-22,,,,,,,,,,,,,Chemicals,2
2021-10-25,,,,,,,,,,,,,Chemicals,2
2021-10-26,,,,,,,,,,,,,Chemicals,2
2021-10-27,,,,,,,,,,,,,Chemicals,2
2021-10-28,,,,,,,,,,,,,Chemicals,2
2021-10-29,,,,,,,,,,,,,Chemicals,2
2021-11-01,,,,,,,,,,,,,Chemicals,2
2021-11-02,,,,,,,,,,,,,Chemicals,2
2021-11-03,,,,,,,,,,,,,Chemicals,2
2021-11-04,,,,,,,,,,,,,Chemicals,2
2021-11-08,,,,,,,,,,,,,Chemicals,2
2021-11-09,,,,,,,,,,,,,Chemicals,2
2021-11-10,,,,,,,,,,,,,Chemicals,2
2021-11-11,,,,,,,,,,,,,Chemicals,2
2021-11-12,,,,,,,,,,,,,Chemicals,2
2021-11-15,,,,,,,,,,,,,Chemicals,2
2021-11-16,,,,,,,,,,,,,Chemicals,2
2021-11-17,,,,,,,,,,,,,Chemicals,2
2021-11-18,,,,,,,,,,,,,Chemicals,2
2021-11-22,,,,,,,,,,,,,Chemicals,2
2021-11-23,,,,,,,,,,,,,Chemicals,2
2021-11-24,,,,,,,,,,,,,Chemicals,2
2021-11-25,,,,,,,,,,,,,Chemicals,2
2021-11-26,,,,,,,,,,,,,Chemicals,2
2021-11-29,,,,,,,,,,,,,Chemicals,2
2021-11-30,,,,,,,,,,,,,Chemicals,2
2021-12-01,,,,,,,,,,,,,Chemicals,2
2021-12-02,,,,,,,,,,,,,Chemicals,2
2021-12-03,,,,,,,,,,,,,Chemicals,2
2021-12-06,,,,,,,,,,,,,Chemicals,2
2021-12-07,,,,,,,,,,,,,Chemicals,2
2021-12-08,,,,,,,,,,,,,Chemicals,2
2021-12-09,,,,,,,,,,,,,Chemicals,2
2021-12-10,,,,,,,,,,,,,Chemicals,2
2021-12-13,,,,,,,,,,,,,Chemicals,2
2021-12-14,,,,,,,,,,,,,Chemicals,2
2021-12-15,,,,,,,,,,,,,Chemicals,2
2021-12-16,,,,,,,,,,,,,Chemicals,2
2021-12-17,,,,,,,,,,,,,Chemicals,2
2021-12-20,,,,,,,,,,,,,Chemicals,2
2021-12-21,,,,,,,,,,,,,Chemicals,2
2021-12-22,,,,,,,,,,,,,Chemicals,2
2021-12-23,,,,,,,,,,,,,Chemicals,2
2021-12-24,,,,,,,,,,,,,Chemicals,2
2021-12-27,,,,,,,,,,,,,Chemicals,2
2021-12-28,,,,,,,,,,,,,Chemicals,2
2021-12-29,,,,,,,,,,,,,Chemicals,2
2021-12-30,,,,,,,,,,,,,Chemicals,2
2021-12-31,,,,,,,,,,,,,Chemicals,2
2022-01-03,,,,,,,,,,,,,Chemicals,2
2022-01-04,,,,,,,,,,,,,Chemicals,2
2022-01-05,,,,,,,,,,,,,Chemicals,2
2022-01-06,,,,,,,,,,,,,Chemicals,2
2022-01-07,,,,,,,,,,,,,Chemicals,2
2022-01-10,,,,,,,,,,,,,Chemicals,2
2022-01-11,,,,,,,,,,,,,Chemicals,2
2022-01-12,,,,,,,,,,,,,Chemicals,2
2022-01-13,,,,,,,,,,,,,Chemicals,2
2022-01-14,,,,,,,,,,,,,Chemicals,2
2022-01-17,,,,,,,,,,,,,Chemicals,2
2022-01-18,,,,,,,,,,,,,Chemicals,2
2022-01-19,,,,,,,,,,,,,Chemicals,2
2022-01-20,,,,,,,,,,,,,Chemicals,2
2022-01-21,,,,,,,,,,,,,Chemicals,2
2022-01-24,,,,,,,,,,,,,Chemicals,2
2022-01-25,,,,,,,,,,,,,Chemicals,2
2022-01-27,,,,,,,,,,,,,Chemicals,2
